ensembl_gene_id	go_id
ENSCABG00000002773	GO:0047485
ENSCABG00000002773	GO:0070491
ENSCABG00000002773	GO:0001974
ENSCABG00000002773	GO:0003157
ENSCABG00000002773	GO:0003160
ENSCABG00000002773	GO:0003176
ENSCABG00000002773	GO:0003177
ENSCABG00000002773	GO:0003198
ENSCABG00000002773	GO:0003222
ENSCABG00000002773	GO:0003256
ENSCABG00000002773	GO:0030279
ENSCABG00000002773	GO:0030513
ENSCABG00000002773	GO:0035912
ENSCABG00000002773	GO:0036302
ENSCABG00000002773	GO:0060045
ENSCABG00000002773	GO:0060716
ENSCABG00000002773	GO:0060844
ENSCABG00000002773	GO:0061419
ENSCABG00000002773	GO:0072554
ENSCABG00000002773	GO:0097101
ENSCABG00000002773	GO:1901186
ENSCABG00000002773	GO:1901189
ENSCABG00000002773	GO:2000138
ENSCABG00000002773	GO:0002193
ENSCABG00000002773	GO:0017053
ENSCABG00000002775	GO:0003676
ENSCABG00000002777	GO:0016020
ENSCABG00000002777	GO:0005886
ENSCABG00000002777	GO:0010008
ENSCABG00000002777	GO:0032584
ENSCABG00000002777	GO:0055038
ENSCABG00000002777	GO:0032590
ENSCABG00000002777	GO:0005770
ENSCABG00000002777	GO:0030659
ENSCABG00000002777	GO:0005764
ENSCABG00000002777	GO:0031901
ENSCABG00000002777	GO:0033116
ENSCABG00000002778	GO:0015770
ENSCABG00000002778	GO:0008506
ENSCABG00000002778	GO:0010907
ENSCABG00000002778	GO:0045723
ENSCABG00000002778	GO:0048713
ENSCABG00000002779	GO:0016021
ENSCABG00000002779	GO:0033617
ENSCABG00000002779	GO:0005743
ENSCABG00000002780	GO:0005654
ENSCABG00000002780	GO:0005634
ENSCABG00000002780	GO:0005730
ENSCABG00000002780	GO:0005737
ENSCABG00000002780	GO:0042593
ENSCABG00000002780	GO:0000790
ENSCABG00000002780	GO:0001228
ENSCABG00000002780	GO:0046628
ENSCABG00000002780	GO:0003682
ENSCABG00000002780	GO:0003690
ENSCABG00000002780	GO:0008134
ENSCABG00000002780	GO:0000724
ENSCABG00000002780	GO:0001678
ENSCABG00000002780	GO:0006275
ENSCABG00000002780	GO:0006325
ENSCABG00000002780	GO:0019046
ENSCABG00000002780	GO:0031297
ENSCABG00000002780	GO:0036297
ENSCABG00000002780	GO:0043923
ENSCABG00000002780	GO:0044829
ENSCABG00000002780	GO:0045944
ENSCABG00000002780	GO:0046626
ENSCABG00000002780	GO:0060382
ENSCABG00000002780	GO:0071481
ENSCABG00000002780	GO:1990968
ENSCABG00000002780	GO:1990969
ENSCABG00000002780	GO:0000785
ENSCABG00000002781	GO:0016192
ENSCABG00000002781	GO:0005525
ENSCABG00000002781	GO:0003924
ENSCABG00000002781	GO:0005794
ENSCABG00000002781	GO:0005802
ENSCABG00000002781	GO:0031982
ENSCABG00000002781	GO:0005737
ENSCABG00000002781	GO:0007030
ENSCABG00000002781	GO:0042147
ENSCABG00000002781	GO:0017137
ENSCABG00000002781	GO:0072657
ENSCABG00000002781	GO:0005739
ENSCABG00000002781	GO:0090316
ENSCABG00000002781	GO:0019003
ENSCABG00000002781	GO:0019894
ENSCABG00000002781	GO:0070840
ENSCABG00000002781	GO:0001921
ENSCABG00000002781	GO:0007005
ENSCABG00000002781	GO:0007416
ENSCABG00000002781	GO:0009617
ENSCABG00000002781	GO:0010977
ENSCABG00000002781	GO:0039694
ENSCABG00000002781	GO:0042110
ENSCABG00000002781	GO:0050862
ENSCABG00000002781	GO:0005769
ENSCABG00000002781	GO:0005801
ENSCABG00000002781	GO:0020003
ENSCABG00000002781	GO:0055037
ENSCABG00000002781	GO:0097708
ENSCABG00000002783	GO:0006812
ENSCABG00000002783	GO:0008324
ENSCABG00000002783	GO:0015095
ENSCABG00000002783	GO:0022857
ENSCABG00000002783	GO:0061768
ENSCABG00000002783	GO:0072509
ENSCABG00000002783	GO:0010961
ENSCABG00000002783	GO:0015693
ENSCABG00000002783	GO:0070838
ENSCABG00000002783	GO:0071286
ENSCABG00000002783	GO:1903830
ENSCABG00000002783	GO:0005886
ENSCABG00000002783	GO:0016323
ENSCABG00000002783	GO:0032991
ENSCABG00000002785	GO:0005515
ENSCABG00000002785	GO:0005654
ENSCABG00000002786	GO:0003700
ENSCABG00000002786	GO:0006355
ENSCABG00000002787	GO:0016787
ENSCABG00000002787	GO:0005615
ENSCABG00000002787	GO:0097009
ENSCABG00000002787	GO:0016811
ENSCABG00000002787	GO:0006520
ENSCABG00000002787	GO:0043604
ENSCABG00000002787	GO:0043605
ENSCABG00000002787	GO:0044255
ENSCABG00000002787	GO:1901215
ENSCABG00000002787	GO:1990845
ENSCABG00000002787	GO:2000275
ENSCABG00000002788	GO:0006486
ENSCABG00000002788	GO:0008373
ENSCABG00000002789	GO:0005515
ENSCABG00000002789	GO:0032008
ENSCABG00000002789	GO:0043231
ENSCABG00000002789	GO:0005829
ENSCABG00000002789	GO:0005765
ENSCABG00000002789	GO:0061700
ENSCABG00000002789	GO:0034198
ENSCABG00000002789	GO:0010506
ENSCABG00000002790	GO:0015631
ENSCABG00000002790	GO:0001578
ENSCABG00000002790	GO:0046785
ENSCABG00000002790	GO:0046697
ENSCABG00000002790	GO:0048471
ENSCABG00000002790	GO:0097427
ENSCABG00000002790	GO:0007566
ENSCABG00000002792	GO:0016021
ENSCABG00000002792	GO:0016020
ENSCABG00000002792	GO:0055085
ENSCABG00000002792	GO:0006811
ENSCABG00000002792	GO:0005254
ENSCABG00000002792	GO:0006821
ENSCABG00000002792	GO:0015116
ENSCABG00000002792	GO:0008272
ENSCABG00000002792	GO:0008271
ENSCABG00000002792	GO:0015301
ENSCABG00000002792	GO:0015701
ENSCABG00000002792	GO:0051117
ENSCABG00000002792	GO:0010628
ENSCABG00000002792	GO:0009986
ENSCABG00000002792	GO:0016324
ENSCABG00000002792	GO:0006820
ENSCABG00000002794	GO:0035023
ENSCABG00000002794	GO:0005089
ENSCABG00000002795	GO:0005525
ENSCABG00000002795	GO:0003924
ENSCABG00000002795	GO:0005802
ENSCABG00000002795	GO:0045654
ENSCABG00000002795	GO:0005794
ENSCABG00000002795	GO:0005764
ENSCABG00000002795	GO:0045335
ENSCABG00000002795	GO:0051092
ENSCABG00000002795	GO:0071346
ENSCABG00000002795	GO:0034144
ENSCABG00000002795	GO:0034164
ENSCABG00000002795	GO:0032755
ENSCABG00000002795	GO:0034499
ENSCABG00000002795	GO:0005770
ENSCABG00000002796	GO:0003713
ENSCABG00000002796	GO:0035556
ENSCABG00000002796	GO:0045944
ENSCABG00000002796	GO:0000902
ENSCABG00000002796	GO:0042493
ENSCABG00000002796	GO:0048013
ENSCABG00000002796	GO:0000226
ENSCABG00000002796	GO:0030374
ENSCABG00000002796	GO:0005881
ENSCABG00000002796	GO:0097150
ENSCABG00000002796	GO:0007010
ENSCABG00000002796	GO:0016514
ENSCABG00000002796	GO:0071564
ENSCABG00000002798	GO:0003676
ENSCABG00000002798	GO:0005634
ENSCABG00000002798	GO:0019904
ENSCABG00000002798	GO:0048663
ENSCABG00000002800	GO:0003676
ENSCABG00000002801	GO:0006814
ENSCABG00000002801	GO:0016021
ENSCABG00000002801	GO:0055085
ENSCABG00000002801	GO:0006812
ENSCABG00000002801	GO:0015299
ENSCABG00000002801	GO:0015385
ENSCABG00000002801	GO:0006885
ENSCABG00000002802	GO:0005515
ENSCABG00000002802	GO:0006357
ENSCABG00000002802	GO:0007224
ENSCABG00000002802	GO:0021798
ENSCABG00000002802	GO:0021591
ENSCABG00000002802	GO:0021549
ENSCABG00000002802	GO:0008589
ENSCABG00000002802	GO:0021702
ENSCABG00000002802	GO:0035721
ENSCABG00000002802	GO:0060020
ENSCABG00000002802	GO:0000790
ENSCABG00000002802	GO:0061512
ENSCABG00000002802	GO:1905799
ENSCABG00000002802	GO:0030991
ENSCABG00000002803	GO:0016021
ENSCABG00000002803	GO:0004930
ENSCABG00000002803	GO:0007186
ENSCABG00000002803	GO:0004969
ENSCABG00000002803	GO:0001505
ENSCABG00000002803	GO:0005887
ENSCABG00000002803	GO:0016907
ENSCABG00000002804	GO:0048471
ENSCABG00000002804	GO:0005794
ENSCABG00000002804	GO:0004653
ENSCABG00000002804	GO:0005509
ENSCABG00000002804	GO:0030145
ENSCABG00000002804	GO:0018242
ENSCABG00000002804	GO:0018243
ENSCABG00000002805	GO:0005634
ENSCABG00000002805	GO:0043065
ENSCABG00000002805	GO:0001228
ENSCABG00000002805	GO:0045944
ENSCABG00000002805	GO:0003700
ENSCABG00000002805	GO:0010923
ENSCABG00000002805	GO:0043565
ENSCABG00000002808	GO:0035023
ENSCABG00000002808	GO:0005089
ENSCABG00000002808	GO:0005515
ENSCABG00000002809	GO:0008237
ENSCABG00000002809	GO:0004222
ENSCABG00000002809	GO:0006508
ENSCABG00000002809	GO:0005739
ENSCABG00000002810	GO:0009116
ENSCABG00000002810	GO:0005654
ENSCABG00000002810	GO:0043231
ENSCABG00000002811	GO:0005654
ENSCABG00000002811	GO:0043231
ENSCABG00000002811	GO:0005813
ENSCABG00000002811	GO:0005819
ENSCABG00000002811	GO:0072686
ENSCABG00000002811	GO:0030496
ENSCABG00000002811	GO:0007098
ENSCABG00000002811	GO:0005794
ENSCABG00000002815	GO:0005515
ENSCABG00000002815	GO:0001942
ENSCABG00000002815	GO:0043123
ENSCABG00000002816	GO:0003676
ENSCABG00000002816	GO:0006355
ENSCABG00000002817	GO:0006470
ENSCABG00000002817	GO:0004725
ENSCABG00000002819	GO:0016021
ENSCABG00000002819	GO:0004930
ENSCABG00000002819	GO:0007186
ENSCABG00000002820	GO:0006508
ENSCABG00000002820	GO:0004190
ENSCABG00000002820	GO:0016540
ENSCABG00000002820	GO:0042802
ENSCABG00000002820	GO:0005768
ENSCABG00000002820	GO:0008233
ENSCABG00000002820	GO:0019886
ENSCABG00000002821	GO:0045087
ENSCABG00000002821	GO:0005634
ENSCABG00000002821	GO:0005737
ENSCABG00000002821	GO:0000187
ENSCABG00000002821	GO:0032874
ENSCABG00000002821	GO:0043123
ENSCABG00000002821	GO:0031398
ENSCABG00000002821	GO:0032755
ENSCABG00000002821	GO:0002221
ENSCABG00000002821	GO:0002367
ENSCABG00000002821	GO:0032494
ENSCABG00000002821	GO:0032495
ENSCABG00000002821	GO:0032731
ENSCABG00000002821	GO:0032733
ENSCABG00000002821	GO:0034334
ENSCABG00000002821	GO:0070431
ENSCABG00000002821	GO:1903409
ENSCABG00000002822	GO:0005515
ENSCABG00000002822	GO:0005739
ENSCABG00000002822	GO:0005737
ENSCABG00000002822	GO:0005634
ENSCABG00000002822	GO:0051087
ENSCABG00000002822	GO:0030544
ENSCABG00000002822	GO:0070628
ENSCABG00000002822	GO:0090084
ENSCABG00000002823	GO:0051492
ENSCABG00000002823	GO:0005654
ENSCABG00000002823	GO:0045944
ENSCABG00000002823	GO:0042802
ENSCABG00000002823	GO:0005829
ENSCABG00000002823	GO:0019904
ENSCABG00000002823	GO:0051496
ENSCABG00000002823	GO:0005634
ENSCABG00000002823	GO:0043621
ENSCABG00000002823	GO:0014704
ENSCABG00000002823	GO:0007097
ENSCABG00000002823	GO:0051660
ENSCABG00000002823	GO:0001725
ENSCABG00000002824	GO:0005524
ENSCABG00000002824	GO:0006468
ENSCABG00000002824	GO:0004672
ENSCABG00000002824	GO:0042127
ENSCABG00000002824	GO:0004693
ENSCABG00000002824	GO:0043697
ENSCABG00000002824	GO:0005654
ENSCABG00000002824	GO:0005829
ENSCABG00000002824	GO:0009615
ENSCABG00000002824	GO:0005813
ENSCABG00000002824	GO:0005737
ENSCABG00000002824	GO:0005634
ENSCABG00000002824	GO:0048146
ENSCABG00000002824	GO:0050680
ENSCABG00000002824	GO:0045786
ENSCABG00000002824	GO:0045638
ENSCABG00000002824	GO:0001954
ENSCABG00000002824	GO:0030332
ENSCABG00000002824	GO:0098770
ENSCABG00000002824	GO:0003323
ENSCABG00000002824	GO:0010468
ENSCABG00000002824	GO:0042063
ENSCABG00000002824	GO:0045646
ENSCABG00000002824	GO:0045656
ENSCABG00000002824	GO:0045668
ENSCABG00000002824	GO:2000773
ENSCABG00000002824	GO:0000307
ENSCABG00000002824	GO:0001726
ENSCABG00000002825	GO:0005515
ENSCABG00000002825	GO:0070301
ENSCABG00000002825	GO:0000122
ENSCABG00000002825	GO:0042149
ENSCABG00000002825	GO:0001933
ENSCABG00000002825	GO:0003779
ENSCABG00000002825	GO:0005844
ENSCABG00000002825	GO:0034198
ENSCABG00000002825	GO:0060548
ENSCABG00000002825	GO:0043022
ENSCABG00000002825	GO:0045666
ENSCABG00000002825	GO:0006446
ENSCABG00000002825	GO:0031333
ENSCABG00000002825	GO:0031953
ENSCABG00000002825	GO:0060733
ENSCABG00000002825	GO:0071264
ENSCABG00000002825	GO:0071468
ENSCABG00000002825	GO:0071494
ENSCABG00000002825	GO:0072755
ENSCABG00000002825	GO:0097201
ENSCABG00000002825	GO:1990138
ENSCABG00000002825	GO:1990253
ENSCABG00000002826	GO:0016020
ENSCABG00000002826	GO:0055114
ENSCABG00000002826	GO:0016628
ENSCABG00000002826	GO:0005789
ENSCABG00000002826	GO:0005634
ENSCABG00000002826	GO:0005737
ENSCABG00000002826	GO:0006695
ENSCABG00000002826	GO:0016021
ENSCABG00000002826	GO:0070402
ENSCABG00000002826	GO:0031965
ENSCABG00000002826	GO:0070087
ENSCABG00000002826	GO:0050613
ENSCABG00000002829	GO:0005515
ENSCABG00000002830	GO:0007018
ENSCABG00000002830	GO:0003777
ENSCABG00000002833	GO:0016757
ENSCABG00000002833	GO:0030176
ENSCABG00000002833	GO:0035252
ENSCABG00000002833	GO:0030145
ENSCABG00000002833	GO:0000287
ENSCABG00000002833	GO:0016266
ENSCABG00000002834	GO:0007165
ENSCABG00000002834	GO:0035556
ENSCABG00000002834	GO:0006629
ENSCABG00000002834	GO:0008081
ENSCABG00000002834	GO:0004435
ENSCABG00000002834	GO:0050811
ENSCABG00000002834	GO:0070679
ENSCABG00000002834	GO:0032228
ENSCABG00000002834	GO:0005886
ENSCABG00000002834	GO:0120163
ENSCABG00000002834	GO:0007214
ENSCABG00000002834	GO:0033135
ENSCABG00000002834	GO:1900122
ENSCABG00000002835	GO:0005770
ENSCABG00000002836	GO:0005515
ENSCABG00000002837	GO:0005525
ENSCABG00000002837	GO:0005654
ENSCABG00000002837	GO:0005829
ENSCABG00000002837	GO:0005783
ENSCABG00000002837	GO:0016604
ENSCABG00000002837	GO:0015030
ENSCABG00000002837	GO:0003924
ENSCABG00000002837	GO:0051168
ENSCABG00000002838	GO:0003677
ENSCABG00000002838	GO:0006338
ENSCABG00000002838	GO:0005654
ENSCABG00000002838	GO:0001764
ENSCABG00000002838	GO:0045944
ENSCABG00000002838	GO:0005634
ENSCABG00000002838	GO:0000122
ENSCABG00000002838	GO:0003682
ENSCABG00000002838	GO:0010468
ENSCABG00000002838	GO:0060021
ENSCABG00000002838	GO:0000977
ENSCABG00000002838	GO:0001228
ENSCABG00000002838	GO:0000978
ENSCABG00000002838	GO:0005667
ENSCABG00000002838	GO:0048704
ENSCABG00000002838	GO:0043565
ENSCABG00000002838	GO:0071310
ENSCABG00000002838	GO:0051216
ENSCABG00000002838	GO:0002076
ENSCABG00000002838	GO:0009880
ENSCABG00000002838	GO:0021902
ENSCABG00000002838	GO:0000118
ENSCABG00000002840	GO:0016740
ENSCABG00000002840	GO:0005542
ENSCABG00000002841	GO:0016021
ENSCABG00000002841	GO:0016887
ENSCABG00000002841	GO:0000166
ENSCABG00000002841	GO:0006812
ENSCABG00000002843	GO:0005515
ENSCABG00000002843	GO:0007288
ENSCABG00000002843	GO:0030317
ENSCABG00000002845	GO:0042803
ENSCABG00000002845	GO:0005506
ENSCABG00000002845	GO:0000049
ENSCABG00000002845	GO:0016706
ENSCABG00000002845	GO:0031591
ENSCABG00000002847	GO:0005886
ENSCABG00000002847	GO:0016020
ENSCABG00000002847	GO:0015321
ENSCABG00000002847	GO:0044341
ENSCABG00000002847	GO:0001701
ENSCABG00000002847	GO:0043627
ENSCABG00000002847	GO:0016324
ENSCABG00000002847	GO:0016021
ENSCABG00000002847	GO:0005903
ENSCABG00000002847	GO:0006817
ENSCABG00000002847	GO:0005436
ENSCABG00000002847	GO:0031402
ENSCABG00000002847	GO:0042301
ENSCABG00000002847	GO:0030643
ENSCABG00000002848	GO:0005759
ENSCABG00000002848	GO:0036444
ENSCABG00000002848	GO:0051560
ENSCABG00000002848	GO:0051204
ENSCABG00000002852	GO:0003676
ENSCABG00000002852	GO:0006355
ENSCABG00000002853	GO:0005515
ENSCABG00000002854	GO:0032040
ENSCABG00000002854	GO:0019899
ENSCABG00000002854	GO:0005654
ENSCABG00000002854	GO:0005730
ENSCABG00000002855	GO:0005882
ENSCABG00000002855	GO:0005200
ENSCABG00000002856	GO:0005515
ENSCABG00000002856	GO:0030335
ENSCABG00000002856	GO:0001968
ENSCABG00000002856	GO:0005518
ENSCABG00000002856	GO:0062023
ENSCABG00000002856	GO:0043236
ENSCABG00000002856	GO:0046813
ENSCABG00000002856	GO:1903077
ENSCABG00000002857	GO:0005882
ENSCABG00000002857	GO:0005200
ENSCABG00000002858	GO:0016020
ENSCABG00000002858	GO:0016021
ENSCABG00000002858	GO:0072546
ENSCABG00000002859	GO:0005515
ENSCABG00000002861	GO:0005515
ENSCABG00000002861	GO:0005680
ENSCABG00000002861	GO:0030071
ENSCABG00000002861	GO:0031145
ENSCABG00000002861	GO:0005634
ENSCABG00000002861	GO:0019903
ENSCABG00000002861	GO:0070979
ENSCABG00000002864	GO:0003700
ENSCABG00000002864	GO:0006355
ENSCABG00000002864	GO:0003677
ENSCABG00000002864	GO:0045944
ENSCABG00000002864	GO:0005634
ENSCABG00000002864	GO:0001228
ENSCABG00000002864	GO:0000978
ENSCABG00000002864	GO:0006357
ENSCABG00000002864	GO:0021537
ENSCABG00000002864	GO:0060271
ENSCABG00000002864	GO:0070613
ENSCABG00000002864	GO:0021914
ENSCABG00000002865	GO:0032991
ENSCABG00000002865	GO:0042802
ENSCABG00000002865	GO:0051260
ENSCABG00000002866	GO:0008270
ENSCABG00000002866	GO:0009253
ENSCABG00000002866	GO:0008745
ENSCABG00000002867	GO:0016758
ENSCABG00000002867	GO:0030173
ENSCABG00000002867	GO:0030259
ENSCABG00000002868	GO:0005509
ENSCABG00000002869	GO:0016021
ENSCABG00000002869	GO:0055085
ENSCABG00000002869	GO:0005887
ENSCABG00000002869	GO:0022857
ENSCABG00000002870	GO:0016579
ENSCABG00000002870	GO:0016874
ENSCABG00000002870	GO:0016787
ENSCABG00000002870	GO:0006511
ENSCABG00000002870	GO:0004843
ENSCABG00000002871	GO:0005509
ENSCABG00000002871	GO:0046914
ENSCABG00000002872	GO:0006281
ENSCABG00000002872	GO:0005654
ENSCABG00000002872	GO:0005829
ENSCABG00000002872	GO:0005730
ENSCABG00000002872	GO:0016604
ENSCABG00000002872	GO:0070182
ENSCABG00000002872	GO:0010332
ENSCABG00000002872	GO:0005634
ENSCABG00000002873	GO:0008017
ENSCABG00000002873	GO:0005509
ENSCABG00000002873	GO:0008270
ENSCABG00000002873	GO:0045087
ENSCABG00000002873	GO:0050786
ENSCABG00000002873	GO:0046914
ENSCABG00000002873	GO:0035662
ENSCABG00000002873	GO:0050544
ENSCABG00000002873	GO:0050727
ENSCABG00000002874	GO:0005509
ENSCABG00000002874	GO:0005634
ENSCABG00000002874	GO:0005737
ENSCABG00000002874	GO:0005886
ENSCABG00000002874	GO:0005829
ENSCABG00000002874	GO:0042803
ENSCABG00000002874	GO:0008270
ENSCABG00000002874	GO:0005635
ENSCABG00000002874	GO:0048471
ENSCABG00000002874	GO:0048306
ENSCABG00000002874	GO:0001726
ENSCABG00000002874	GO:0044548
ENSCABG00000002874	GO:0005523
ENSCABG00000002874	GO:0031234
ENSCABG00000002875	GO:0005509
ENSCABG00000002875	GO:0005634
ENSCABG00000002875	GO:0042803
ENSCABG00000002875	GO:0008270
ENSCABG00000002875	GO:0043025
ENSCABG00000002875	GO:0005507
ENSCABG00000002876	GO:0003824
ENSCABG00000002876	GO:0050662
ENSCABG00000002876	GO:0005654
ENSCABG00000002876	GO:0007623
ENSCABG00000002876	GO:0005739
ENSCABG00000002876	GO:0044877
ENSCABG00000002876	GO:0031966
ENSCABG00000002876	GO:0005747
ENSCABG00000002876	GO:0032981
ENSCABG00000002876	GO:0005759
ENSCABG00000002876	GO:0003954
ENSCABG00000002878	GO:0005829
ENSCABG00000002878	GO:0005737
ENSCABG00000002878	GO:0006468
ENSCABG00000002878	GO:0000122
ENSCABG00000002878	GO:0001932
ENSCABG00000002878	GO:0051087
ENSCABG00000002878	GO:0034451
ENSCABG00000002878	GO:0031334
ENSCABG00000002878	GO:0042030
ENSCABG00000002878	GO:0008630
ENSCABG00000002878	GO:0010823
ENSCABG00000002878	GO:0033138
ENSCABG00000002878	GO:1904262
ENSCABG00000002879	GO:0008168
ENSCABG00000002879	GO:0008270
ENSCABG00000002879	GO:0003676
ENSCABG00000002879	GO:0032259
ENSCABG00000002879	GO:0008988
ENSCABG00000002879	GO:0031167
ENSCABG00000002879	GO:0005737
ENSCABG00000002879	GO:0005730
ENSCABG00000002879	GO:0045727
ENSCABG00000002880	GO:0008083
ENSCABG00000002880	GO:0042802
ENSCABG00000002880	GO:0040014
ENSCABG00000002880	GO:0030326
ENSCABG00000002880	GO:0032332
ENSCABG00000002880	GO:0060395
ENSCABG00000002880	GO:0035137
ENSCABG00000002880	GO:0030513
ENSCABG00000002880	GO:0050680
ENSCABG00000002880	GO:0035136
ENSCABG00000002880	GO:0007178
ENSCABG00000002880	GO:2001054
ENSCABG00000002880	GO:0036122
ENSCABG00000002880	GO:0032331
ENSCABG00000002880	GO:0060390
ENSCABG00000002880	GO:0060591
ENSCABG00000002881	GO:0071339
ENSCABG00000002881	GO:0036353
ENSCABG00000002881	GO:0000151
ENSCABG00000002881	GO:0031519
ENSCABG00000002881	GO:0035102
ENSCABG00000002881	GO:0005654
ENSCABG00000002881	GO:0001702
ENSCABG00000002881	GO:0005634
ENSCABG00000002881	GO:0000122
ENSCABG00000002881	GO:0003682
ENSCABG00000002881	GO:0016604
ENSCABG00000002881	GO:0008270
ENSCABG00000002881	GO:0004842
ENSCABG00000002881	GO:0061630
ENSCABG00000002881	GO:0000278
ENSCABG00000002881	GO:0043433
ENSCABG00000002881	GO:0010467
ENSCABG00000002881	GO:0016574
ENSCABG00000002881	GO:0035518
ENSCABG00000002881	GO:0001739
ENSCABG00000002881	GO:0071535
ENSCABG00000002881	GO:0000792
ENSCABG00000002881	GO:0009948
ENSCABG00000002881	GO:0007281
ENSCABG00000002881	GO:0000791
ENSCABG00000002883	GO:0005509
ENSCABG00000002883	GO:0046914
ENSCABG00000002883	GO:0042802
ENSCABG00000002883	GO:0005634
ENSCABG00000002883	GO:0048471
ENSCABG00000002883	GO:0043123
ENSCABG00000002883	GO:0050786
ENSCABG00000002884	GO:0007015
ENSCABG00000002884	GO:0044877
ENSCABG00000002884	GO:0031209
ENSCABG00000002885	GO:0005509
ENSCABG00000002885	GO:0008270
ENSCABG00000002885	GO:0046914
ENSCABG00000002885	GO:0005829
ENSCABG00000002885	GO:0005886
ENSCABG00000002885	GO:0005794
ENSCABG00000002886	GO:0005856
ENSCABG00000002886	GO:0005654
ENSCABG00000002886	GO:0001701
ENSCABG00000002886	GO:0042803
ENSCABG00000002886	GO:0016020
ENSCABG00000002886	GO:0005886
ENSCABG00000002886	GO:0030218
ENSCABG00000002886	GO:0016604
ENSCABG00000002886	GO:0005737
ENSCABG00000002886	GO:0046982
ENSCABG00000002886	GO:0000902
ENSCABG00000002886	GO:0048873
ENSCABG00000002886	GO:0005634
ENSCABG00000002886	GO:0032092
ENSCABG00000002886	GO:0035264
ENSCABG00000002886	GO:0008134
ENSCABG00000002886	GO:0005200
ENSCABG00000002886	GO:0006884
ENSCABG00000002886	GO:0020027
ENSCABG00000002886	GO:0030507
ENSCABG00000002886	GO:0051015
ENSCABG00000002886	GO:0051016
ENSCABG00000002886	GO:0051017
ENSCABG00000002886	GO:0071277
ENSCABG00000002886	GO:1903142
ENSCABG00000002886	GO:1903393
ENSCABG00000002886	GO:0005913
ENSCABG00000002886	GO:0008290
ENSCABG00000002887	GO:0070131
ENSCABG00000002887	GO:0031410
ENSCABG00000002887	GO:0005743
ENSCABG00000002887	GO:0034551
ENSCABG00000002888	GO:0005509
ENSCABG00000002888	GO:0046914
ENSCABG00000002889	GO:0004430
ENSCABG00000002890	GO:0005509
ENSCABG00000002891	GO:0019901
ENSCABG00000002892	GO:0003824
ENSCABG00000002892	GO:0016740
ENSCABG00000002892	GO:0016785
ENSCABG00000002892	GO:0097056
ENSCABG00000002892	GO:0005737
ENSCABG00000002892	GO:0005634
ENSCABG00000002892	GO:0000049
ENSCABG00000002892	GO:0001514
ENSCABG00000002893	GO:0005509
ENSCABG00000002893	GO:0046914
ENSCABG00000002893	GO:0005737
ENSCABG00000002893	GO:0005886
ENSCABG00000002893	GO:0005634
ENSCABG00000002893	GO:0005730
ENSCABG00000002893	GO:0005829
ENSCABG00000002893	GO:0042803
ENSCABG00000002893	GO:0005615
ENSCABG00000002893	GO:0042802
ENSCABG00000002893	GO:0051592
ENSCABG00000002894	GO:0005509
ENSCABG00000002894	GO:0048471
ENSCABG00000002894	GO:0042742
ENSCABG00000002894	GO:0042379
ENSCABG00000002894	GO:0032496
ENSCABG00000002894	GO:0034142
ENSCABG00000002894	GO:0071624
ENSCABG00000002894	GO:0090026
ENSCABG00000002895	GO:0005509
ENSCABG00000002895	GO:0005507
ENSCABG00000002895	GO:0005654
ENSCABG00000002895	GO:0005829
ENSCABG00000002895	GO:0005634
ENSCABG00000002895	GO:0005737
ENSCABG00000002895	GO:0005886
ENSCABG00000002895	GO:0005730
ENSCABG00000002895	GO:0017134
ENSCABG00000002895	GO:0042803
ENSCABG00000002895	GO:0005615
ENSCABG00000002895	GO:0008270
ENSCABG00000002895	GO:0048471
ENSCABG00000002895	GO:0043123
ENSCABG00000002895	GO:0050786
ENSCABG00000002895	GO:0050663
ENSCABG00000002895	GO:0050703
ENSCABG00000002897	GO:0043022
ENSCABG00000002897	GO:0042256
ENSCABG00000002897	GO:0032868
ENSCABG00000002897	GO:0045727
ENSCABG00000002897	GO:0006110
ENSCABG00000002897	GO:0005882
ENSCABG00000002897	GO:0042304
ENSCABG00000002897	GO:0045652
ENSCABG00000002897	GO:2000377
ENSCABG00000002897	GO:0005638
ENSCABG00000002898	GO:0005509
ENSCABG00000002898	GO:0008016
ENSCABG00000002898	GO:0042802
ENSCABG00000002898	GO:0005634
ENSCABG00000002898	GO:0051117
ENSCABG00000002898	GO:0042803
ENSCABG00000002898	GO:0044548
ENSCABG00000002898	GO:1903672
ENSCABG00000002898	GO:0051000
ENSCABG00000002898	GO:0016529
ENSCABG00000002900	GO:0001701
ENSCABG00000002900	GO:0008284
ENSCABG00000002900	GO:0006406
ENSCABG00000002900	GO:0051096
ENSCABG00000002900	GO:0016607
ENSCABG00000002900	GO:0008327
ENSCABG00000002900	GO:0036464
ENSCABG00000002900	GO:0031062
ENSCABG00000002900	GO:0032781
ENSCABG00000002900	GO:0000346
ENSCABG00000002901	GO:0016021
ENSCABG00000002901	GO:0004930
ENSCABG00000002901	GO:0007186
ENSCABG00000002902	GO:0008270
ENSCABG00000002902	GO:0008237
ENSCABG00000002902	GO:0004222
ENSCABG00000002902	GO:0006508
ENSCABG00000002902	GO:0005887
ENSCABG00000002902	GO:0031012
ENSCABG00000002902	GO:0010001
ENSCABG00000002902	GO:0044331
ENSCABG00000002902	GO:0097150
ENSCABG00000002902	GO:0045296
ENSCABG00000002902	GO:0050965
ENSCABG00000002902	GO:0098742
ENSCABG00000002902	GO:0032588
